TYPE	PACKAGE	CHAR_KEY	SELF_KEY	NAME	HINT	LINE
SKILL	sp		newxushen		苦命打工人~强烈谴责会长牢萌！！！	260245
SKILL	sp		olkedi		OL蔡贞姬	260304
SKILL	sp		olcunze		OL蔡贞姬	260364
SKILL	sp		olkuangxin		OL张曼成	260423
SKILL	sp		olleishi		OL张曼成	260500
SKILL	sp		olxiewei		OL管亥	260626
SKILL	sp		olyouque		OL管亥	260716
SKILL	sp		olpingzhong		OL杨阜	260804
SKILL	sp		olsuyi		OL杨阜	260859
SKILL	sp		oljiyun		OL李丰	260891
SKILL	sp		olshuliang		还原下OL神必结算	260996
SKILL	sp		olkuangjuan		OL猴子	261162
SKILL	sp		olfeibian		OL猴子	261237
SKILL	sp		olfulve		OL裴元绍	261359
SKILL	sp		olpengbi		赵忠	261470
SKILL	sp		olyintian		赵忠	261535
SKILL	sp		olbiri		赵忠	261568
SKILL	sp		oldici		赵忠	261591
SKILL	sp		olshanjia		OL曹笨	261679
SKILL	sp		olliubing		OL吴景	261817
SKILL	sp		oljiawei		OL杨奉	261855
SKILL	sp		olqujia		OL杨奉	261906
SKILL	sp		old_oljiawei		OL杨奉	261996
SKILL	sp		olderu		OL袁涣	262089
SKILL	sp		ollinjie		OL袁涣	262128
SKILL	sp		spolxudai		SP刘备	262146
SKILL	sp		spolzhujiu		SP刘备	262177
SKILL	sp		spoljinglei		SP刘备	262239
SKILL	sp		olfengwei		OL刘璋	262321
SKILL	sp		olzonghu		OL刘璋	262363
SKILL	sp		olzongluan		OL陶谦	262518
SKILL	sp		olzhaohuo		OL陶谦	262574
SKILL	sp		olwenren		OL陶谦	262617
SKILL	sp		olsiqi		OL薛灵芸	262640
SKILL	sp		olqiaozhi		OL薛灵芸	262880
SKILL	sp		oljiaoyu		OL郭照	262947
SKILL	sp		olneixun		OL郭照	263105
SKILL	sp		olxianying		OL秦朗	263171
SKILL	sp		olliyong		OL武庙第一人	263344
SKILL	sp		olhedao		OL南华老仙	263460
SKILL	sp		olqingshu		清理	264574
SKILL	sp		olshoushu		清理	264770
SKILL	sp		spolxixiang		SP曹操	264846
SKILL	sp		spolaige		SP曹操	264966
SKILL	sp		spolzhubei		SP曹操	264991
SKILL	sp		oljiaowei		董翓	265148
SKILL	sp		olbianyu		董翓	265199
SKILL	sp		olfengyao		董翓	265294
SKILL	sp		olshuzi		韩馥	265361
SKILL	sp		olkuangshou		韩馥	265458
SKILL	sp		olshisuan		牛辅	265490
SKILL	sp		olzonglve		牛辅	265583
SKILL	sp		olkuangxiang		成公英	265635
SKILL	sp		olrenxia		王匡	265717
SKILL	sp		oltingji		桥玄	265829
SKILL	sp		olxuanliu		桥玄	265848
SKILL	sp		leiluan		孔淑	265907
SKILL	sp		fuchao		孔淑	266067
SKILL	sp		olleiluan		孔淑	266103
SKILL	sp		olfuchao		孔淑	266296
SKILL	sp		oljieyan		OL袁姬	266335
SKILL	sp		oljinghua		OL袁姬	266379
SKILL	sp		olshuiyue		OL袁姬	266412
SKILL	sp		olpingduan		OL轲比能	266450
SKILL	sp		olchishi		持室神将	266515
SKILL	sp		olweimian		持室神将	266551
SKILL	sp		olyongzu		曹腾	266748
SKILL	sp		olqingliu		曹腾	266894
SKILL	sp		olkouchao		古希腊掌管扣工资的神（bushi	266950
SKILL	sp		olhunjiang		马玩	267124
SKILL	sp		olziruo		蒋琬	267251
SKILL	sp		olxvfa		蒋琬	267366
SKILL	sp		olzuolian		蔡瑁	267574
SKILL	sp		oljingzhou		插个眼，等PZ157拯救此AI	267683
SKILL	sp		olmaozhu		我们三国杀也有属于自己的爽文.jpg	267710
SKILL	sp		oljinlan		我们三国杀也有属于自己的爽文.jpg	267751
SKILL	sp		olqingya		鸭蛋	267774
SKILL	sp		oltielun		鸭蛋	267988
SKILL	sp		olliantao		SP孙策	268021
SKILL	sp		junkliantao		王战孙策，但是通渠	268199
SKILL	sp		olyicheng		刘辟	268204
SKILL	sp		olxuanzhu		陆凯	268323
SKILL	sp		oljiane		陆凯	268549
SKILL	sp		olpijing		刘磐	268627
SKILL	sp		olqushi		郭图	268734
SKILL	sp		olweijie		郭图	268837
SKILL	sp		olqingyuan		胡金定	268972
SKILL	sp		olchongshen		胡金定	269045
SKILL	sp		olshandao		田畴	269150
SKILL	sp		olchanshuang		李异	269220
SKILL	sp		olzhanjin		李异	269422
SKILL	sp		olgongjie		曹宇	269522
SKILL	sp		olxiangxv		曹宇	269569
SKILL	sp		olxiangzuo		曹宇	269634
SKILL	sp		olfeiyang		OL飞扬	269724
SKILL	sp		ollianju		李婉	269774
SKILL	sp		olsilv		李婉	269886
SKILL	sp		relianju		李婉	269926
SKILL	sp		resilv		李婉	270011
SKILL	sp		olfudao		丁尚涴	270121
SKILL	sp		olfengyan		丁尚涴	270212
SKILL	sp		olsuji		张燕	270248
SKILL	sp		ollangdao		张燕	270307
SKILL	sp		skill_zhangji_A		张既	270615
SKILL	sp		skill_zhangji_B		张既	270692
SKILL	sp		yanru		费祎	270866
SKILL	sp		hezhong		费祎	270941
SKILL	sp		olfushi		吕伯奢	271111
SKILL	sp		oldongdao		game.log(trigger.card, "对", target, "的伤害+1");	271465
SKILL	sp		olcangxin		OL陆郁生	271505
SKILL	sp		olrunwei		OL陆郁生	271575
SKILL	sp		olgangshu		曹羲	271680
SKILL	sp		oljianxuan		曹羲	271853
SKILL	sp		olxiaofan		OL彭羕	271915
SKILL	sp		oltuishi		OL彭羕	272016
SKILL	sp		olweifu		OL牵招	272183
SKILL	sp		olkuansai		OL牵招	272346
SKILL	sp		olcuorui		牛金	272439
SKILL	sp		olmouzhu		何进	272478
SKILL	sp		olyanhuo		何进	272564
SKILL	sp		olniluan		韩遂	272585
SKILL	sp		olxiaoxi		韩遂	272629
SKILL	sp		olsaogu		段颎	272657
SKILL	sp		oltianhou		OL周群	273005
SKILL	sp		olchenshuo		OL周群	273328
SKILL	sp		olguangao		OL文钦	273424
SKILL	sp		olhuiqi		OL文钦	273532
SKILL	sp		olxieju		OL文钦	273560
SKILL	sp		olzhenying		郝普	273596
SKILL	sp		olgoude		OL孟达	273884
SKILL	sp		oljici		OL新改王朗	274166
SKILL	sp		olpianan		OL刘老板	274203
SKILL	sp		olyinji		OL刘老板	274264
SKILL	sp		olkuisi		OL刘老板	274286
SKILL	sp		olzhuyan		卢氏	274332
SKILL	sp		olleijie		卢氏	274498
SKILL	sp		releijie		卢氏	274551
SKILL	sp		olhongji		张世平	274609
SKILL	sp		olxinggu		张世平	274705
SKILL	sp		olxianbi		孙弘	274847
SKILL	sp		olzenrun		孙弘	274908
SKILL	sp		oldaili		罗宪	274988
SKILL	sp		olhuiyun		胡班	275088
SKILL	sp		olmiuyan		王瓘	275250
SKILL	sp		olshilu		王瓘	275399
SKILL	sp		oldianjun		张翼	275461
SKILL	sp		olkangrui		张翼	275474
SKILL	sp		olcuipo		朱儁	275628
SKILL	sp		rekenshang		马休马铁	275663
SKILL	sp		olkenshang		马休马铁	275832
SKILL	sp		oljianman		董荼那	275987
SKILL	sp		olbihun		张华	276072
SKILL	sp		olchuanwu		group:'olbihun_give',	276181
SKILL	sp		oljianhe		group:'olbihun_give',	276224
SKILL	sp		olqiejian		屈晃	276348
SKILL	sp		olnishou		屈晃	276429
SKILL	sp		olchenglie		马承	276557
SKILL	sp		olqizhou		新贺齐	276790
SKILL	sp		olshanxi		新贺齐	276833
SKILL	sp		oltongduo		刘巴	276985
SKILL	sp		olzhubi		刘巴	277040
SKILL	sp		olxiaosi		傅肜	277135
SKILL	sp		jueman		阿会喃	277213
SKILL	sp		olbixin		张芝	277262
SKILL	sp		olximo		event.getParent().set('olbixin',true);	277530
SKILL	sp		olfeibai		game.log(player,'失去了技能','#g【洗墨】');	277555
SKILL	sp		olhuanshi		新诸葛瑾	277594
SKILL	sp		olhongyuan		新诸葛瑾	277731
SKILL	sp		olmingzhe		新诸葛瑾	277804
SKILL	sp		xindiaodu		吕范	277836
SKILL	sp		olhuanfu		夏侯玄	277931
SKILL	sp		olqingyi		夏侯玄	278049
SKILL	sp		olzeyue		夏侯玄	278229
SKILL	sp		dzkanpo		邓忠	278397
SKILL	sp		dzgengzhan		邓忠	278457
SKILL	sp		yangkuang		王衍	278516
SKILL	sp		cihuang		王衍	278547
SKILL	sp		sanku		王衍	278696
SKILL	sp		qiongshou		霍峻	278721
SKILL	sp		fenrui		霍峻	278754
SKILL	sp		huamu		曹宪曹华	278865
SKILL	sp		qianmeng		曹宪曹华	278970
SKILL	sp		liangyuan		曹宪曹华	279023
SKILL	sp		jisi		曹宪曹华	279211
SKILL	sp		shanduan		周处	279342
SKILL	sp		yilie		周处	279616
SKILL	sp		tongxie		赵俨	279862
SKILL	sp		olzhuiji		群马超	280056
SKILL	sp		olshengong		蒲元	280110
SKILL	sp		olqisi		蒲元	280506
SKILL	sp		zhaogujing_skill		蒲元衍生	280602
SKILL	sp		sanlve_skill		蒲元衍生	280646
SKILL	sp		xuwangzhimian		蒲元衍生	280662
SKILL	sp		shufazijinguan_skill		蒲元衍生	280678
SKILL	sp		qimenbagua		蒲元衍生	280699
SKILL	sp		guofengyupao		蒲元衍生	280750
SKILL	sp		hongmianbaihuapao_skill		蒲元衍生	280773
SKILL	sp		linglongshimandai_skill		蒲元衍生	280828
SKILL	sp		bintieshuangji_skill		蒲元衍生	280893
SKILL	sp		chixueqingfeng		蒲元衍生	280939
SKILL	sp		chixueqingfeng2		蒲元衍生	280963
SKILL	sp		guilongzhanyuedao		蒲元衍生	280996
SKILL	sp		wushuangfangtianji_skill		蒲元衍生	281017
SKILL	sp		qiaoli		芮姬	281067
SKILL	sp		qingliang		芮姬	281261
SKILL	sp		yuanzi		卫兹	281374
SKILL	sp		liejie		卫兹	281413
SKILL	sp		luochong		滕芳兰	281451
SKILL	sp		aichen		滕芳兰	281631
SKILL	sp		spmanwang		SP孟获	281676
SKILL	sp		sppanqin		SP孟获	281730
SKILL	sp		zengou		清河公主	281836
SKILL	sp		qhzhangji		清河公主	281896
SKILL	sp		rebaobian		十周年夏侯霸	281945
SKILL	sp		yuanchou		范强张达	281983
SKILL	sp		juesheng		范强张达	282020
SKILL	sp		saodi		田之间	282086
SKILL	sp		zhuitao		田之间	282238
SKILL	sp		olfengji		生鱼片	282296
SKILL	sp		olxuanhui		生鱼片	282427
SKILL	sp		jixian		朱灵	282489
SKILL	sp		lanjiang		吾彦	282549
SKILL	sp		spolzhouxuan		新SP张郃	282618
SKILL	sp		olxianlve		董昭	282675
SKILL	sp		olzaowang		董昭	282845
SKILL	sp		zhuangshu		冯方女	282939
SKILL	sp		chuiti		冯方女	283028
SKILL	sp		zhuangshu_basic		冯方女	283074
SKILL	sp		zhuangshu_trick		冯方女	283120
SKILL	sp		zhuangshu_equip		冯方女	283166
SKILL	sp		oljuanxia		杨仪	283179
SKILL	sp		oldingcuo		杨仪	283370
SKILL	sp		zhaosong		左棻	283394
SKILL	sp		lisi		左棻	283524
SKILL	sp		olfengzi		王荣	283564
SKILL	sp		oljizhan		王荣	283633
SKILL	sp		olfusong		王荣	283679
SKILL	sp		olxiuhao		邓芝	283714
SKILL	sp		olsujian		邓芝	283756
SKILL	sp		fuwei		卞夫人	283969
SKILL	sp		yuejian		卞夫人	284061
SKILL	sp		quxi		杜袭	284103
SKILL	sp		bixiong		杜袭	284331
SKILL	sp		bixiong2		杜袭	284355
SKILL	sp		juguan		高干	284367
SKILL	sp		olwuniang		OL鲍三娘	284488
SKILL	sp		olwuniang2		OL鲍三娘	284523
SKILL	sp		olxushen		OL鲍三娘	284534
SKILL	sp		olzhennan		OL鲍三娘	284587
SKILL	sp		olzhennan2		OL鲍三娘	284619
SKILL	sp		guanxu		黄承彦	284633
SKILL	sp		yashi		黄承彦	284761
SKILL	sp		wangong		黄祖	284842
SKILL	sp		wangong2		黄祖	284853
SKILL	sp		weiyi		潘淑	284884
SKILL	sp		jinzhi		潘淑	284943
SKILL	sp		zyqiao		宗预	285098
SKILL	sp		chengshang		宗预	285145
SKILL	sp		reduanbing		新丁奉	285194
SKILL	sp		refenxun		新丁奉	285292
SKILL	sp		refenxun2		新丁奉	285339
SKILL	sp		zhuishe		蔡阳新技能	285373
SKILL	sp		reluanzhan		新塌顿	285383
SKILL	sp		reluanzhan_add		新塌顿	285400
SKILL	sp		reluanzhan_remove		新塌顿	285462
SKILL	sp		youlong		卧龙凤雏双头祈福	285483
SKILL	sp		luanfeng		卧龙凤雏双头祈福	285733
SKILL	sp		xiaoxi		曹爽，韩遂，何进	285799
SKILL	sp		spmouzhu		曹爽，韩遂，何进	285814
SKILL	sp		spyanhuo		曹爽，韩遂，何进	285882
SKILL	sp		spniluan		曹爽，韩遂，何进	285911
SKILL	sp		spweiwu		曹爽，韩遂，何进	285942
SKILL	sp		tuogu		曹爽，韩遂，何进	285964
SKILL	sp		retuogu		曹爽，韩遂，何进	286014
SKILL	sp		shanzhuan		曹爽，韩遂，何进	286103
SKILL	sp		olxingshen		曹爽，韩遂，何进	286149
SKILL	sp		zlhuji		张道陵	286169
SKILL	sp		zlshoufu		张道陵	286210
SKILL	sp		zlshoufu2		张道陵	286283
SKILL	sp		yinka		蔡阳	286363
SKILL	sp		xinlianji		新王允	286388
SKILL	sp		xinmoucheng		player.addMark('xinlianji',1,false);	286487
SKILL	sp		xinjingong		player.addMark('xinlianji',1,false);	286514
SKILL	sp		bizheng		孙邵	286586
SKILL	sp		yidian		孙邵	286628
SKILL	sp		neifa		二袁	286691
SKILL	sp		neifa_basic		二袁	286880
SKILL	sp		neifa_nobasic		二袁	286941
SKILL	sp		neifa_use		二袁	287025
SKILL	sp		yuxu		许靖	287054
SKILL	sp		xjshijian		许靖	287093
SKILL	sp		yanhuo		新1v1	287133
SKILL	sp		mouzhu		新1v1	287172
SKILL	sp		niluan		新1v1	287230
SKILL	sp		cuorui		新1v1	287262
SKILL	sp		liewei		新1v1	287294
SKILL	sp		weicheng		蒋干	287303
SKILL	sp		daoshu		forced:true,	287344
SKILL	sp		zhenwei_three		统率三军诸葛瑾和文聘	287437
SKILL	sp		huanshi_three		统率三军诸葛瑾和文聘	287458
SKILL	sp		wanwei		变权移植	287523
SKILL	sp		gzjili		变权移植	287550
SKILL	sp		xinshanjia		新服曹笨	287654
SKILL	sp		ol_shichou		OL马超	287782
SKILL	sp		dc_olshichou		OL马超	287808
SKILL	sp		ol_shichou2		OL马超	287847
SKILL	sp		new_xingwu		新大小乔	287867
SKILL	sp		new_luoyan		新大小乔	288004
SKILL	sp		new_meibu		新孙鲁育	288020
SKILL	sp		new_mumu		新孙鲁育	288088
SKILL	sp		new_zhixi		新孙鲁育	288179
SKILL	sp		qingzhong		新孙鲁育	288235
SKILL	sp		weijing		if(player.countCards('h',{type:'basic'})<=1) return true;	288297
SKILL	sp		zishu		if(player.countCards('h',{type:'basic'})<=1) return true;	288385
SKILL	sp		xinyingyuan		if(player.countCards('h',{type:'basic'})<=1) return true;	288472
SKILL	sp		yingyuan		if(player.countCards('h',{type:'basic'})<=1) return true;	288519
SKILL	sp		shuimeng		if(player.countCards('h',{type:'basic'})<=1) return true;	288570
SKILL	sp		qianya		if(player.countCards('h',{type:'basic'})<=1) return true;	288621
SKILL	sp		xianfu		if(player.countCards('h',{type:'basic'})<=1) return true;	288734
SKILL	sp		xianfu_mark		if(player.countCards('h',{type:'basic'})<=1) return true;	288782
SKILL	sp		xianfu2		if(player.countCards('h',{type:'basic'})<=1) return true;	288789
SKILL	sp		xianfu3		if(player.countCards('h',{type:'basic'})<=1) return true;	288840
SKILL	sp		chouce		if(player.countCards('h',{type:'basic'})<=1) return true;	288855
SKILL	sp		fuqi		if(player.countCards('h',{type:'basic'})<=1) return true;	288961
SKILL	sp		wylianji		if(player.countCards('h',{type:'basic'})<=1) return true;	289005
SKILL	sp		moucheng		if(player.countCards('h',{type:'basic'})<=1) return true;	289209
SKILL	sp		jingong		if(player.countCards('h',{type:'basic'})<=1) return true;	289253
SKILL	sp		jingong2		if(player.countCards('h',{type:'basic'})<=1) return true;	289332
SKILL	sp		weikui		if(player.countCards('h',{type:'basic'})<=1) return true;	289344
SKILL	sp		weikui2		if(player.countCards('h',{type:'basic'})<=1) return true;	289387
SKILL	sp		lizhan		if(player.countCards('h',{type:'basic'})<=1) return true;	289401
SKILL	sp		xinfenyue		if(player.countCards('h',{type:'basic'})<=1) return true;	289432
SKILL	sp		fenyue		if(player.countCards('h',{type:'basic'})<=1) return true;	289499
SKILL	sp		fenyue2		if(player.countCards('h',{type:'basic'})<=1) return true;	289564
SKILL	sp		zfengshi		if(player.countCards('h',{type:'basic'})<=1) return true;	289578
SKILL	sp		chuanxin		if(player.countCards('h',{type:'basic'})<=1) return true;	289595
SKILL	sp		hengjiang		if(player.countCards('h',{type:'basic'})<=1) return true;	289694
SKILL	sp		hengjiang2		if(player.countCards('h',{type:'basic'})<=1) return true;	289723
SKILL	sp		rehengjiang		if(player.countCards('h',{type:'basic'})<=1) return true;	289765
SKILL	sp		shuangren		if(player.countCards('h',{type:'basic'})<=1) return true;	289822
SKILL	sp		kuanshi		if(player.countCards('h',{type:'basic'})<=1) return true;	289910
SKILL	sp		xiashu		if(player.countCards('h',{type:'basic'})<=1) return true;	289956
SKILL	sp		sheyan		if(player.countCards('h',{type:'basic'})<=1) return true;	290089
SKILL	sp		bingzheng		if(player.countCards('h',{type:'basic'})<=1) return true;	290166
SKILL	sp		fuman		if(player.countCards('h',{type:'basic'})<=1) return true;	290267
SKILL	sp		fuman2		if(player.countCards('h',{type:'basic'})<=1) return true;	290346
SKILL	sp		qizhou		if(player.countCards('h',{type:'basic'})<=1) return true;	290361
SKILL	sp		shanxi		if(player.countCards('h',{type:'basic'})<=1) return true;	290407
SKILL	sp		fenxun		if(player.countCards('h',{type:'basic'})<=1) return true;	290436
SKILL	sp		fenxun2		if(player.countCards('h',{type:'basic'})<=1) return true;	290490
SKILL	sp		duanbing		if(player.countCards('h',{type:'basic'})<=1) return true;	290504
SKILL	sp		fuhan		if(player.countCards('h',{type:'basic'})<=1) return true;	290567
SKILL	sp		refuhan		if(player.countCards('h',{type:'basic'})<=1) return true;	290652
SKILL	sp		refanghun		.set("num2", num2)	290810
SKILL	sp		fanghun		.set("num2", num2)	290836
SKILL	sp		yjixi		.set("num2", num2)	290950
SKILL	sp		xinyongsi		.set("num2", num2)	291026
SKILL	sp		xinyongsi1		.set("num2", num2)	291031
SKILL	sp		xinyongsi2		.set("num2", num2)	291044
SKILL	sp		lianzhu		.set("num2", num2)	291063
SKILL	sp		xiahui		.set("num2", num2)	291125
SKILL	sp		xiahui2		.set("num2", num2)	291194
SKILL	sp		shanjia		.set("num2", num2)	291226
SKILL	sp		shanjia2		.set("num2", num2)	291286
SKILL	sp		zhanyi		.set("num2", num2)	291297
SKILL	sp		zhanyi_basic		.set("num2", num2)	291345
SKILL	sp		zhanyi_basic_tao		.set("num2", num2)	291349
SKILL	sp		zhanyi_basic_sha		.set("num2", num2)	291372
SKILL	sp		zhanyi_basic_jiu		.set("num2", num2)	291395
SKILL	sp		zhanyi_equip		.set("num2", num2)	291419
SKILL	sp		zhanyi_trick		.set("num2", num2)	291433
SKILL	sp		dingpan		.set("num2", num2)	291440
SKILL	sp		hongde		.set("num2", num2)	291542
SKILL	sp		ziyuan		.set("num2", num2)	291571
SKILL	sp		jugu		.set("num2", num2)	291660
SKILL	sp		tuifeng		.set("num2", num2)	291676
SKILL	sp		tuifeng2		.set("num2", num2)	291719
SKILL	sp		tuifeng3		.set("num2", num2)	291735
SKILL	sp		weidi		.set("num2", num2)	291746
SKILL	sp		zhenlue		.set("num2", num2)	291804
SKILL	sp		jianshu		.set("num2", num2)	291821
SKILL	sp		yongdi		.set("num2", num2)	291889
SKILL	sp		regushe		.set("num2", num2)	291953
SKILL	sp		regushe2		.set("num2", num2)	292052
SKILL	sp		rejici		.set("num2", num2)	292056
SKILL	sp		rejici2		cards=cards.filterInD();	292104
SKILL	sp		gushe		cards=cards.filterInD();	292124
SKILL	sp		jici		cards=cards.filterInD();	292221
SKILL	sp		juesi		cards=cards.filterInD();	292238
SKILL	sp		shefu		cards=cards.filterInD();	292294
SKILL	sp		shefu2		cards=cards.filterInD();	292413
SKILL	sp		benyu		priority:15,	292502
SKILL	sp		jili		priority:15,	292594
SKILL	sp		zhidao		priority:15,	292638
SKILL	sp		zhidao2		priority:15,	292679
SKILL	sp		luanzhan		priority:15,	292688
SKILL	sp		xinzhengnan		priority:15,	292771
SKILL	sp		zhengnan		priority:15,	292834
SKILL	sp		xiefang		priority:15,	292867
SKILL	sp		qizhi		priority:15,	292879
SKILL	sp		jinqu		priority:15,	292925
SKILL	sp		jiaozi		priority:15,	292954
SKILL	sp		jiqiao		priority:15,	292966
SKILL	sp		linglong		priority:15,	293015
SKILL	sp		linglong_bagua		priority:15,	293079
SKILL	sp		zhenwei		priority:15,	293130
SKILL	sp		zhenwei2		priority:15,	293235
SKILL	sp		xunzhi		priority:15,	293259
SKILL	sp		yawang		priority:15,	293295
SKILL	sp		yawang2		priority:15,	293332
SKILL	sp		luoyan_tianxiang		priority:15,	293352
SKILL	sp		luoyan_liuli		priority:15,	293364
SKILL	sp		luoyan		priority:15,	293376
SKILL	sp		xingwu		priority:15,	293384
SKILL	sp		yinbing		priority:15,	293513
SKILL	sp		juedi		priority:15,	293591
SKILL	sp		meibu		priority:15,	293653
SKILL	sp		mumu		priority:15,	293769
SKILL	sp		fentian		priority:15,	293833
SKILL	sp		zhiri		priority:15,	293884
SKILL	sp		xintan		priority:15,	293905
SKILL	sp		danji		priority:15,	293928
SKILL	sp		nuzhan		priority:15,	294007
SKILL	sp		nuzhan2		priority:15,	294027
SKILL	sp		jieyuan		priority:15,	294042
SKILL	sp		fenxin		priority:15,	294138
SKILL	sp		xisheng		priority:15,	294214
SKILL	sp		shulv		priority:15,	294225
SKILL	sp		xiandeng		priority:15,	294233
SKILL	sp		qingyi		priority:15,	294247
SKILL	sp		qingyi1		priority:15,	294277
SKILL	sp		qingyi2		priority:15,	294310
SKILL	sp		qingyi3		priority:15,	294362
SKILL	sp		qirang		priority:15,	294369
SKILL	sp		yuhua		priority:15,	294499
SKILL	sp		chenqing		priority:15,	294530
SKILL	sp		mozhi		priority:15,	294609
SKILL	sp		ranshang		priority:15,	294662
SKILL	sp		ranshang2		priority:15,	294696
SKILL	sp		hanyong		priority:15,	294712
SKILL	sp		hanyong3		priority:15,	294725
SKILL	sp		yishe		priority:15,	294738
SKILL	sp		bushi		priority:15,	294811
SKILL	sp		midao		priority:15,	294835
SKILL	sp		fengpo		priority:15,	294902
SKILL	sp		fengpo2		priority:15,	294957
SKILL	sp		biluan		士燮	294973
SKILL	sp		lixia		士燮	295031
SKILL	sp		olbiluan		士燮	295074
SKILL	sp		ollixia		士燮	295121
SKILL	sp		rebiluan2		士燮	295161
SKILL	sp		rebiluan		士燮	295188
SKILL	sp		relixia		士燮	295235
SKILL	sp		guiming		士燮	295316
SKILL	sp		canshi		士燮	295322
SKILL	sp		chouhai		士燮	295400
SKILL	sp		recanshi		士燮	295424
SKILL	sp		recanshi2		士燮	295477
SKILL	sp		rechouhai		士燮	295516
SKILL	sp		kunfen		士燮	295540
SKILL	sp		fengliang		士燮	295592
SKILL	sp		zhuiji		priority:10,	295611
SKILL	sp		oldcihuai		priority:10,	295621
SKILL	sp		oldcihuai2		priority:10,	295637
SKILL	sp		oldcihuai3		priority:10,	295652
SKILL	sp		cihuai		priority:10,	295671
SKILL	sp		jilei		priority:10,	295697
SKILL	sp		jilei2		priority:10,	295746
SKILL	sp		danlao		priority:10,	295810
SKILL	sp		taichen		priority:10,	295842
SKILL	sp		naman		priority:10,	295864
SKILL	sp		xiemu		priority:10,	295895
SKILL	sp		xiemu2		priority:10,	295946
SKILL	sp		oldxiemu		priority:10,	295984
SKILL	sp		spmengjin		priority:10,	296024
SKILL	sp		fenxun_old		priority:10,	296052
SKILL	sp		rezhoufu		priority:10,	296087
SKILL	sp		reyingbing		priority:10,	296202
SKILL	sp		kuiwei		priority:10,	296227
SKILL	sp		kuiwei2		priority:10,	296249
SKILL	sp		yanzheng		priority:10,	296266
SKILL	sp		tongji		priority:10,	296284
SKILL	sp		wangzun		priority:10,	296319
SKILL	sp		wangzun2		priority:10,	296347
SKILL	sp		wangzun3		priority:10,	296356
SKILL	sp		kaikang		priority:10,	296363
SKILL	sp		liangzhu		priority:10,	296409
SKILL	sp		fanxiang		priority:10,	296473
SKILL	sp		mingshi		priority:10,	296496
SKILL	sp		lirang		priority:10,	296518
SKILL	sp		moukui		priority:10,	296649
SKILL	sp		shenxian		priority:10,	296723
SKILL	sp		qiangwu		priority:10,	296765
SKILL	sp		qiangwu3		priority:10,	296792
SKILL	sp		zhendu		priority:10,	296829
SKILL	sp		qiluan		priority:10,	296875
SKILL	sp		qiluan2		}	296917
SKILL	sp		zniaoxiang		}	296920
SKILL	sp		shangyi		priority:-1,	296942
SKILL	sp		shengxi		priority:-1,	296970
SKILL	sp		shoucheng		priority:-1,	296982
SKILL	sp		hengzheng		priority:-1,	297066
SKILL	sp		yongjue		priority:-1,	297116
SKILL	sp		guixiu		priority:-1,	297150
SKILL	sp		cunsi		priority:-1,	297161
SKILL	sp		fenming		priority:-1,	297217
SKILL	sp		duanxie		priority:-1,	297259
SKILL	sp		xiaoguo		priority:-1,	297304
SKILL	sp		suishi		priority:-1,	297355
SKILL	sp		suishi2		priority:-1,	297394
SKILL	sp		sijian		priority:-1,	297423
SKILL	sp		quji		priority:-1,	297463
SKILL	sp		junbing		priority:-1,	297508
SKILL	sp		xiongyi		priority:-1,	297577
SKILL	sp		gzshushen		priority:-1,	297645
SKILL	sp		shushen		priority:-1,	297681
SKILL	sp		shenzhi		priority:-1,	297705
SKILL	sp		wuji		priority:-1,	297739
SKILL	sp		xueji_old		priority:-1,	297765
SKILL	sp		oldhuxiao		FW关银屏	297822
SKILL	sp		oldwuji		FW关银屏	297832
SKILL	sp		xueji		FW关银屏	297849
SKILL	sp		huxiao		FW关银屏	297900
SKILL	sp		huxiao3		FW关银屏	297920
SKILL	sp		aocai		诸葛恪	297935
SKILL	sp		hongyuan		诸葛恪	298124
SKILL	sp		huanshi		诸葛恪	298187
SKILL	sp		mingzhe		诸葛恪	298288
SKILL	sp		duwu		诸葛恪	298317
SKILL	sp		duwu2		诸葛恪	298374
SKILL	sp		yicong		诸葛恪	298392
SKILL	sp		yongsi		诸葛恪	298419
SKILL	sp		yongsi1		诸葛恪	298427
SKILL	sp		yongsi2		诸葛恪	298439
SKILL	sp		bifa		诸葛恪	298448
SKILL	sp		bifa2		诸葛恪	298501
SKILL	sp		songci		诸葛恪	298551
SKILL	sp		baobian		诸葛恪	298619
SKILL	sp		chongzhen		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298682
SKILL	sp		lihun		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298739
SKILL	sp		lihun2		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298778
SKILL	sp		yuanhu		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298803
SKILL	sp		tianming		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298882
SKILL	sp		mizhao		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	298928
SKILL	sp		gongao		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	299020
SKILL	sp		juyi		if(trigger.num!=undefined&&trigger.num<0&&player.hp-trigger.num>1) player.logSkill('baobian');	299032
